x,y,detectorID,nPrimary,roiCounts,normalizedCounts,flux,normalizedFlux
-45.9184,1.02041,0,100000,37,0.00037,92,0.00092
-45.9184,1.02041,1,100000,38,0.00038,66,0.00066
-45.9184,1.02041,2,100000,26,0.00026,68,0.00068
-45.9184,1.02041,3,100000,42,0.00042,76,0.00076
-45.9184,1.02041,4,100000,20,0.0002,73,0.00073
-45.9184,1.02041,5,100000,29,0.00029,67,0.00067
-45.9184,3.06122,0,100000,19,0.00019,65,0.00065
-45.9184,3.06122,1,100000,41,0.00041,82,0.00082
-45.9184,3.06122,2,100000,41,0.00041,68,0.00068
-45.9184,3.06122,3,100000,22,0.00022,70,0.0007
-45.9184,3.06122,4,100000,25,0.00025,63,0.00063
-45.9184,3.06122,5,100000,32,0.00032,75,0.00075
-45.9184,5.10204,0,100000,22,0.00022,50,0.0005
-45.9184,5.10204,1,100000,15,0.00015,52,0.00052
-45.9184,5.10204,2,100000,35,0.00035,68,0.00068
-45.9184,5.10204,3,100000,21,0.00021,67,0.00067
-45.9184,5.10204,4,100000,54,0.00054,72,0.00072
-45.9184,5.10204,5,100000,42,0.00042,75,0.00075
-45.9184,7.14286,0,100000,32,0.00032,66,0.00066
-45.9184,7.14286,1,100000,41,0.00041,70,0.0007
-45.9184,7.14286,2,100000,26,0.00026,66,0.00066
-45.9184,7.14286,3,100000,26,0.00026,71,0.00071
-45.9184,7.14286,4,100000,39,0.00039,73,0.00073
-45.9184,7.14286,5,100000,12,0.00012,64,0.00064
-45.9184,9.18367,0,100000,36,0.00036,79,0.00079
-45.9184,9.18367,1,100000,22,0.00022,66,0.00066
-45.9184,9.18367,2,100000,25,0.00025,79,0.00079
-45.9184,9.18367,3,100000,43,0.00043,74,0.00074
-45.9184,9.18367,4,100000,23,0.00023,57,0.00057
-45.9184,9.18367,5,100000,30,0.0003,63,0.00063
-45.9184,11.2245,0,100000,43,0.00043,90,0.0009
-45.9184,11.2245,1,100000,39,0.00039,86,0.00086
-45.9184,11.2245,2,100000,18,0.00018,68,0.00068
-45.9184,11.2245,3,100000,45,0.00045,73,0.00073
-45.9184,11.2245,4,100000,29,0.00029,80,0.0008
-45.9184,11.2245,5,100000,37,0.00037,91,0.00091
-45.9184,13.2653,0,100000,21,0.00021,69,0.00069
-45.9184,13.2653,1,100000,22,0.00022,68,0.00068
-45.9184,13.2653,2,100000,16,0.00016,68,0.00068
-45.9184,13.2653,3,100000,27,0.00027,69,0.00069
-45.9184,13.2653,4,100000,24,0.00024,70,0.0007
-45.9184,13.2653,5,100000,27,0.00027,67,0.00067
-45.9184,15.3061,0,100000,31,0.00031,77,0.00077
-45.9184,15.3061,1,100000,23,0.00023,71,0.00071
-45.9184,15.3061,2,100000,36,0.00036,66,0.00066
-45.9184,15.3061,3,100000,29,0.00029,73,0.00073
-45.9184,15.3061,4,100000,28,0.00028,66,0.00066
-45.9184,15.3061,5,100000,32,0.00032,73,0.00073
-45.9184,17.3469,0,100000,26,0.00026,67,0.00067
-45.9184,17.3469,1,100000,30,0.0003,60,0.0006
-45.9184,17.3469,2,100000,24,0.00024,77,0.00077
-45.9184,17.3469,3,100000,27,0.00027,60,0.0006
-45.9184,17.3469,4,100000,25,0.00025,65,0.00065
-45.9184,17.3469,5,100000,25,0.00025,65,0.00065
-45.9184,19.3878,0,100000,34,0.00034,67,0.00067
-45.9184,19.3878,1,100000,41,0.00041,85,0.00085
-45.9184,19.3878,2,100000,52,0.00052,79,0.00079
-45.9184,19.3878,3,100000,23,0.00023,72,0.00072
-45.9184,19.3878,4,100000,36,0.00036,63,0.00063
-45.9184,19.3878,5,100000,34,0.00034,68,0.00068
-45.9184,21.4286,0,100000,34,0.00034,68,0.00068
-45.9184,21.4286,1,100000,30,0.0003,73,0.00073
-45.9184,21.4286,2,100000,34,0.00034,73,0.00073
-45.9184,21.4286,3,100000,31,0.00031,74,0.00074
-45.9184,21.4286,4,100000,36,0.00036,73,0.00073
-45.9184,21.4286,5,100000,37,0.00037,73,0.00073
-45.9184,23.4694,0,100000,40,0.0004,77,0.00077
-45.9184,23.4694,1,100000,19,0.00019,70,0.0007
-45.9184,23.4694,2,100000,45,0.00045,84,0.00084
-45.9184,23.4694,3,100000,17,0.00017,65,0.00065
-45.9184,23.4694,4,100000,21,0.00021,63,0.00063
-45.9184,23.4694,5,100000,21,0.00021,78,0.00078
-45.9184,25.5102,0,100000,28,0.00028,74,0.00074
-45.9184,25.5102,1,100000,30,0.0003,62,0.00062
-45.9184,25.5102,2,100000,22,0.00022,60,0.0006
-45.9184,25.5102,3,100000,36,0.00036,76,0.00076
-45.9184,25.5102,4,100000,16,0.00016,74,0.00074
-45.9184,25.5102,5,100000,23,0.00023,60,0.0006
-45.9184,27.551,0,100000,40,0.0004,70,0.0007
-45.9184,27.551,1,100000,38,0.00038,85,0.00085
-45.9184,27.551,2,100000,20,0.0002,73,0.00073
-45.9184,27.551,3,100000,16,0.00016,61,0.00061
-45.9184,27.551,4,100000,37,0.00037,95,0.00095
-45.9184,27.551,5,100000,25,0.00025,78,0.00078
-45.9184,29.5918,0,100000,27,0.00027,65,0.00065
-45.9184,29.5918,1,100000,33,0.00033,77,0.00077
-45.9184,29.5918,2,100000,38,0.00038,76,0.00076
-45.9184,29.5918,3,100000,16,0.00016,76,0.00076
-45.9184,29.5918,4,100000,25,0.00025,64,0.00064
-45.9184,29.5918,5,100000,45,0.00045,79,0.00079
-45.9184,31.6327,0,100000,27,0.00027,79,0.00079
-45.9184,31.6327,1,100000,22,0.00022,57,0.00057
-45.9184,31.6327,2,100000,22,0.00022,64,0.00064
-45.9184,31.6327,3,100000,35,0.00035,63,0.00063
-45.9184,31.6327,4,100000,33,0.00033,81,0.00081
-45.9184,31.6327,5,100000,27,0.00027,65,0.00065
-45.9184,33.6735,0,100000,18,0.00018,63,0.00063
-45.9184,33.6735,1,100000,26,0.00026,66,0.00066
-45.9184,33.6735,2,100000,23,0.00023,65,0.00065
-45.9184,33.6735,3,100000,16,0.00016,65,0.00065
-45.9184,33.6735,4,100000,28,0.00028,68,0.00068
-45.9184,33.6735,5,100000,20,0.0002,62,0.00062
-45.9184,35.7143,0,100000,21,0.00021,59,0.00059
-45.9184,35.7143,1,100000,15,0.00015,54,0.00054
-45.9184,35.7143,2,100000,25,0.00025,70,0.0007
-45.9184,35.7143,3,100000,20,0.0002,64,0.00064
-45.9184,35.7143,4,100000,34,0.00034,76,0.00076
-45.9184,35.7143,5,100000,35,0.00035,80,0.0008
-45.9184,37.7551,0,100000,27,0.00027,71,0.00071
-45.9184,37.7551,1,100000,27,0.00027,81,0.00081
-45.9184,37.7551,2,100000,21,0.00021,68,0.00068
-45.9184,37.7551,3,100000,24,0.00024,73,0.00073
-45.9184,37.7551,4,100000,15,0.00015,78,0.00078
-45.9184,37.7551,5,100000,26,0.00026,58,0.00058
-45.9184,39.7959,0,100000,18,0.00018,68,0.00068
-45.9184,39.7959,1,100000,35,0.00035,76,0.00076
-45.9184,39.7959,2,100000,24,0.00024,54,0.00054
-45.9184,39.7959,3,100000,25,0.00025,72,0.00072
-45.9184,39.7959,4,100000,16,0.00016,71,0.00071
-45.9184,39.7959,5,100000,36,0.00036,59,0.00059
-45.9184,41.8367,0,100000,21,0.00021,70,0.0007
-45.9184,41.8367,1,100000,32,0.00032,67,0.00067
-45.9184,41.8367,2,100000,46,0.00046,65,0.00065
-45.9184,41.8367,3,100000,45,0.00045,75,0.00075
-45.9184,41.8367,4,100000,27,0.00027,60,0.0006
-45.9184,41.8367,5,100000,23,0.00023,82,0.00082
-45.9184,43.8776,0,100000,26,0.00026,67,0.00067
-45.9184,43.8776,1,100000,57,0.00057,71,0.00071
-45.9184,43.8776,2,100000,22,0.00022,63,0.00063
-45.9184,43.8776,3,100000,34,0.00034,72,0.00072
-45.9184,43.8776,4,100000,22,0.00022,67,0.00067
-45.9184,43.8776,5,100000,19,0.00019,74,0.00074
-45.9184,45.9184,0,100000,15,0.00015,68,0.00068
-45.9184,45.9184,1,100000,39,0.00039,64,0.00064
