x,y,detectorID,nPrimary,roiCounts,normalizedCounts,flux,normalizedFlux
15.3061,1.02041,0,100000,52,0.00052,87,0.00087
15.3061,1.02041,1,100000,27,0.00027,67,0.00067
15.3061,1.02041,2,100000,45,0.00045,82,0.00082
15.3061,1.02041,3,100000,55,0.00055,80,0.0008
15.3061,1.02041,4,100000,16,0.00016,68,0.00068
15.3061,1.02041,5,100000,28,0.00028,62,0.00062
15.3061,3.06122,0,100000,19,0.00019,60,0.0006
15.3061,3.06122,1,100000,51,0.00051,81,0.00081
15.3061,3.06122,2,100000,31,0.00031,69,0.00069
15.3061,3.06122,3,100000,21,0.00021,60,0.0006
15.3061,3.06122,4,100000,28,0.00028,65,0.00065
15.3061,3.06122,5,100000,35,0.00035,81,0.00081
15.3061,5.10204,0,100000,34,0.00034,62,0.00062
15.3061,5.10204,1,100000,46,0.00046,67,0.00067
15.3061,5.10204,2,100000,45,0.00045,81,0.00081
15.3061,5.10204,3,100000,13,0.00013,80,0.0008
15.3061,5.10204,4,100000,33,0.00033,81,0.00081
15.3061,5.10204,5,100000,28,0.00028,78,0.00078
15.3061,7.14286,0,100000,23,0.00023,68,0.00068
15.3061,7.14286,1,100000,30,0.0003,65,0.00065
15.3061,7.14286,2,100000,24,0.00024,63,0.00063
15.3061,7.14286,3,100000,22,0.00022,63,0.00063
15.3061,7.14286,4,100000,32,0.00032,74,0.00074
15.3061,7.14286,5,100000,16,0.00016,71,0.00071
15.3061,9.18367,0,100000,29,0.00029,85,0.00085
15.3061,9.18367,1,100000,38,0.00038,76,0.00076
15.3061,9.18367,2,100000,29,0.00029,83,0.00083
15.3061,9.18367,3,100000,21,0.00021,82,0.00082
15.3061,9.18367,4,100000,23,0.00023,77,0.00077
15.3061,9.18367,5,100000,45,0.00045,71,0.00071
15.3061,11.2245,0,100000,59,0.00059,91,0.00091
15.3061,11.2245,1,100000,32,0.00032,85,0.00085
15.3061,11.2245,2,100000,15,0.00015,67,0.00067
15.3061,11.2245,3,100000,31,0.00031,66,0.00066
15.3061,11.2245,4,100000,38,0.00038,66,0.00066
15.3061,11.2245,5,100000,37,0.00037,82,0.00082
15.3061,13.2653,0,100000,21,0.00021,54,0.00054
15.3061,13.2653,1,100000,39,0.00039,68,0.00068
15.3061,13.2653,2,100000,26,0.00026,76,0.00076
15.3061,13.2653,3,100000,27,0.00027,66,0.00066
15.3061,13.2653,4,100000,33,0.00033,67,0.00067
15.3061,13.2653,5,100000,28,0.00028,73,0.00073
15.3061,15.3061,0,100000,34,0.00034,82,0.00082
15.3061,15.3061,1,100000,24,0.00024,63,0.00063
15.3061,15.3061,2,100000,31,0.00031,73,0.00073
15.3061,15.3061,3,100000,31,0.00031,69,0.00069
15.3061,15.3061,4,100000,14,0.00014,74,0.00074
15.3061,15.3061,5,100000,23,0.00023,71,0.00071
15.3061,17.3469,0,100000,25,0.00025,73,0.00073
15.3061,17.3469,1,100000,26,0.00026,67,0.00067
15.3061,17.3469,2,100000,43,0.00043,82,0.00082
15.3061,17.3469,3,100000,19,0.00019,63,0.00063
15.3061,17.3469,4,100000,24,0.00024,76,0.00076
15.3061,17.3469,5,100000,44,0.00044,74,0.00074
15.3061,19.3878,0,100000,19,0.00019,70,0.0007
15.3061,19.3878,1,100000,38,0.00038,80,0.0008
15.3061,19.3878,2,100000,30,0.0003,70,0.0007
15.3061,19.3878,3,100000,18,0.00018,71,0.00071
15.3061,19.3878,4,100000,42,0.00042,73,0.00073
15.3061,19.3878,5,100000,35,0.00035,82,0.00082
15.3061,21.4286,0,100000,36,0.00036,59,0.00059
15.3061,21.4286,1,100000,41,0.00041,83,0.00083
15.3061,21.4286,2,100000,32,0.00032,73,0.00073
15.3061,21.4286,3,100000,26,0.00026,71,0.00071
15.3061,21.4286,4,100000,20,0.0002,70,0.0007
15.3061,21.4286,5,100000,35,0.00035,71,0.00071
15.3061,23.4694,0,100000,26,0.00026,76,0.00076
15.3061,23.4694,1,100000,54,0.00054,73,0.00073
15.3061,23.4694,2,100000,19,0.00019,63,0.00063
15.3061,23.4694,3,100000,19,0.00019,68,0.00068
15.3061,23.4694,4,100000,23,0.00023,72,0.00072
15.3061,23.4694,5,100000,19,0.00019,81,0.00081
15.3061,25.5102,0,100000,24,0.00024,75,0.00075
15.3061,25.5102,1,100000,35,0.00035,65,0.00065
15.3061,25.5102,2,100000,25,0.00025,67,0.00067
15.3061,25.5102,3,100000,31,0.00031,74,0.00074
15.3061,25.5102,4,100000,25,0.00025,76,0.00076
15.3061,25.5102,5,100000,39,0.00039,65,0.00065
15.3061,27.551,0,100000,23,0.00023,64,0.00064
15.3061,27.551,1,100000,32,0.00032,78,0.00078
15.3061,27.551,2,100000,35,0.00035,72,0.00072
15.3061,27.551,3,100000,19,0.00019,60,0.0006
15.3061,27.551,4,100000,47,0.00047,89,0.00089
15.3061,27.551,5,100000,42,0.00042,84,0.00084
15.3061,29.5918,0,100000,19,0.00019,64,0.00064
15.3061,29.5918,1,100000,35,0.00035,79,0.00079
15.3061,29.5918,2,100000,36,0.00036,75,0.00075
15.3061,29.5918,3,100000,22,0.00022,79,0.00079
15.3061,29.5918,4,100000,20,0.0002,70,0.0007
15.3061,29.5918,5,100000,28,0.00028,62,0.00062
15.3061,31.6327,0,100000,24,0.00024,79,0.00079
15.3061,31.6327,1,100000,23,0.00023,59,0.00059
15.3061,31.6327,2,100000,27,0.00027,62,0.00062
15.3061,31.6327,3,100000,30,0.0003,66,0.00066
15.3061,31.6327,4,100000,21,0.00021,60,0.0006
15.3061,31.6327,5,100000,34,0.00034,72,0.00072
15.3061,33.6735,0,100000,25,0.00025,54,0.00054
15.3061,33.6735,1,100000,21,0.00021,59,0.00059
15.3061,33.6735,2,100000,36,0.00036,83,0.00083
15.3061,33.6735,3,100000,22,0.00022,59,0.00059
15.3061,33.6735,4,100000,26,0.00026,70,0.0007
15.3061,33.6735,5,100000,21,0.00021,58,0.00058
15.3061,35.7143,0,100000,29,0.00029,57,0.00057
15.3061,35.7143,1,100000,10,0.0001,49,0.00049
15.3061,35.7143,2,100000,21,0.00021,71,0.00071
15.3061,35.7143,3,100000,17,0.00017,67,0.00067
15.3061,35.7143,4,100000,43,0.00043,85,0.00085
15.3061,35.7143,5,100000,26,0.00026,70,0.0007
15.3061,37.7551,0,100000,30,0.0003,82,0.00082
15.3061,37.7551,1,100000,25,0.00025,86,0.00086
15.3061,37.7551,2,100000,27,0.00027,69,0.00069
15.3061,37.7551,3,100000,25,0.00025,72,0.00072
15.3061,37.7551,4,100000,9,9e-05,69,0.00069
15.3061,37.7551,5,100000,15,0.00015,68,0.00068
15.3061,39.7959,0,100000,23,0.00023,80,0.0008
15.3061,39.7959,1,100000,51,0.00051,70,0.0007
15.3061,39.7959,2,100000,31,0.00031,61,0.00061
15.3061,39.7959,3,100000,35,0.00035,79,0.00079
15.3061,39.7959,4,100000,20,0.0002,74,0.00074
15.3061,39.7959,5,100000,22,0.00022,59,0.00059
15.3061,41.8367,0,100000,32,0.00032,86,0.00086
15.3061,41.8367,1,100000,25,0.00025,71,0.00071
15.3061,41.8367,2,100000,41,0.00041,68,0.00068
15.3061,41.8367,3,100000,38,0.00038,76,0.00076
15.3061,41.8367,4,100000,23,0.00023,60,0.0006
15.3061,41.8367,5,100000,34,0.00034,76,0.00076
15.3061,43.8776,0,100000,16,0.00016,63,0.00063
15.3061,43.8776,1,100000,34,0.00034,72,0.00072
15.3061,43.8776,2,100000,18,0.00018,60,0.0006
15.3061,43.8776,3,100000,45,0.00045,67,0.00067
15.3061,43.8776,4,100000,23,0.00023,58,0.00058
15.3061,43.8776,5,100000,22,0.00022,77,0.00077
15.3061,45.9184,0,100000,18,0.00018,75,0.00075
15.3061,45.9184,1,100000,37,0.00037,68,0.00068
15.3061,45.9184,2,100000,26,0.00026,75,0.00075
15.3061,45.9184,3,100000,36,0.00036,70,0.0007
15.3061,45.9184,4,100000,27,0.00027,64,0.00064
15.3061,45.9184,5,100000,32,0.00032,73,0.00073
15.3061,47.9592,0,100000,36,0.00036,65,0.00065
15.3061,47.9592,1,100000,29,0.00029,54,0.00054
15.3061,47.9592,2,100000,23,0.00023,69,0.00069
15.3061,47.9592,3,100000,23,0.00023,73,0.00073
15.3061,47.9592,4,100000,21,0.00021,65,0.00065
15.3061,47.9592,5,100000,27,0.00027,60,0.0006
15.3061,50,0,100000,38,0.00038,72,0.00072
15.3061,50,1,100000,27,0.00027,73,0.00073
15.3061,50,2,100000,32,0.00032,56,0.00056
15.3061,50,3,100000,25,0.00025,60,0.0006
15.3061,50,4,100000,23,0.00023,65,0.00065
